"UNIT","GEO","TIME","DAYSWEEK","SEX","ACL00","Value","Flag and Footnotes"
"Participation rate (%)","Spain","2010","All days of the week","Total","Ironing","9.1",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Handicraft and producing textiles and other care for textiles","3.6",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Gardening; other pet care","4.9",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Tending domestic animals","2.4",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Caring for pets","2.8",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Walking the dog","6.3",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Construction and repairs ","3.7",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Shopping and services","42.4",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Childcare, except teaching, reading and talking","21.6",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Teaching, reading and talking with child","12.5",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Household management and help family member","15.8",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Leisure, social and associative life","97.4",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Organisational work","0.7",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Informal help to other households","8.0",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Participatory activities","4.6",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Visiting and feasts","18.6",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Other social life","30.3",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Entertainment and culture","4.6",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Resting","21.2",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Walking and hiking","29.6",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Sports and outdoor activities except walking and hiking","11.7",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Computer games","2.4",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Computing","19.5",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Hobbies and games except computing and computer games","7.2",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Reading books","8.7",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Reading, except books","14.9",""
"Participation rate (%)","Spain","2010","All days of the week","Total","TV and video","84.0",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Radio and music","4.6",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Unspecified leisure ","0.3",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Travel except travel related to jobs","86.5",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Travel to/from work","36.4",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Travel related to study","3.5",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Travel related to shopping and services","31.9",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Transporting a child","13.2",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Travel related to other household purposes","6.8",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Travel related to leisure, social and associative life","42.3",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Unspecified travel","10.9",""
"Participation rate (%)","Spain","2010","All days of the week","Total","Unspecified time use","4.6",""
"Participation rate (%)","France","2010","All days of the week","Total","Personal care","100",""
"Participation rate (%)","France","2010","All days of the week","Total","Sleep","99.7",""
"Participation rate (%)","France","2010","All days of the week","Total","Eating","99.3",""
"Participation rate (%)","France","2010","All days of the week","Total","Other and/or unspecified personal care","94.0",""
"Participation rate (%)","France","2010","All days of the week","Total","Employment, related activities and travel as part of/during main and second job","42.1",""
"Participation rate (%)","France","2010","All days of the week","Total","Main and second job and related travel","40.8",""
"Participation rate (%)","France","2010","All days of the week","Total","Activities related to employment and unspecified employment","7.1",""
"Participation rate (%)","France","2010","All days of the week","Total","Study","5.2",""
"Participation rate (%)","France","2010","All days of the week","Total","School and university except homework","2.7",""
"Participation rate (%)","France","2010","All days of the week","Total","Homework","2.3",""
"Participation rate (%)","France","2010","All days of the week","Total","Free time study","1.4",""
"Participation rate (%)","France","2010","All days of the week","Total","Household and family care","88.6",""
"Participation rate (%)","France","2010","All days of the week","Total","Food management except dish washing","61.8",""
"Participation rate (%)","France","2010","All days of the week","Total","Dish washing","33.7",""
"Participation rate (%)","France","2010","All days of the week","Total","Cleaning dwelling","46.0",""
"Participation rate (%)","France","2010","All days of the week","Total","Household upkeep except cleaning dwelling","21.3",""
"Participation rate (%)","France","2010","All days of the week","Total","Laundry","11.2",""
"Participation rate (%)","France","2010","All days of the week","Total","Ironing","9.7",""
"Participation rate (%)","France","2010","All days of the week","Total","Handicraft and producing textiles and other care for textiles","2.3",""
"Participation rate (%)","France","2010","All days of the week","Total","Gardening; other pet care","10.6",""
"Participation rate (%)","France","2010","All days of the week","Total","Tending domestic animals","2.2",""
"Participation rate (%)","France","2010","All days of the week","Total","Caring for pets","5.9",""
"Participation rate (%)","France","2010","All days of the week","Total","Walking the dog","5.8",""
"Participation rate (%)","France","2010","All days of the week","Total","Construction and repairs ","10.5",""
"Participation rate (%)","France","2010","All days of the week","Total","Shopping and services","34.8",""
"Participation rate (%)","France","2010","All days of the week","Total","Childcare, except teaching, reading and talking","20.4",""
"Participation rate (%)","France","2010","All days of the week","Total","Teaching, reading and talking with child","12.0",""
"Participation rate (%)","France","2010","All days of the week","Total","Household management and help family member","12.6",""
"Participation rate (%)","France","2010","All days of the week","Total","Leisure, social and associative life","97.1",""
"Participation rate (%)","France","2010","All days of the week","Total","Organisational work","1.9",""
"Participation rate (%)","France","2010","All days of the week","Total","Informal help to other households","3.8",""
"Participation rate (%)","France","2010","All days of the week","Total","Participatory activities","5.5",""
"Participation rate (%)","France","2010","All days of the week","Total","Visiting and feasts","21.8",""
"Participation rate (%)","France","2010","All days of the week","Total","Other social life","27.8",""
"Participation rate (%)","France","2010","All days of the week","Total","Entertainment and culture","4.0",""
"Participation rate (%)","France","2010","All days of the week","Total","Resting","35.2",""
"Participation rate (%)","France","2010","All days of the week","Total","Walking and hiking","13.7",""
"Participation rate (%)","France","2010","All days of the week","Total","Sports and outdoor activities except walking and hiking","10.8",""
"Participation rate (%)","France","2010","All days of the week","Total","Computer games","4.2",""
"Participation rate (%)","France","2010","All days of the week","Total","Computing","24.9",""
"Participation rate (%)","France","2010","All days of the week","Total","Hobbies and games except computing and computer games","9.5",""
"Participation rate (%)","France","2010","All days of the week","Total","Reading books","2.4",""
"Participation rate (%)","France","2010","All days of the week","Total","Reading, except books","20.8",""
"Participation rate (%)","France","2010","All days of the week","Total","TV and video","75.4",""
"Participation rate (%)","France","2010","All days of the week","Total","Radio and music","2.7",""
"Participation rate (%)","France","2010","All days of the week","Total","Unspecified leisure ","0.7",""
"Participation rate (%)","France","2010","All days of the week","Total","Travel except travel related to jobs","84.1",""
"Participation rate (%)","France","2010","All days of the week","Total","Travel to/from work","33.9",""
"Participation rate (%)","France","2010","All days of the week","Total","Travel related to study","2.0",""
"Participation rate (%)","France","2010","All days of the week","Total","Travel related to shopping and services","20.9",""
"Participation rate (%)","France","2010","All days of the week","Total","Transporting a child","10.9",""
"Participation rate (%)","France","2010","All days of the week","Total","Travel related to other household purposes","7.4",""
"Participation rate (%)","France","2010","All days of the week","Total","Travel related to leisure, social and associative life","27.5",""
"Participation rate (%)","France","2010","All days of the week","Total","Unspecified travel","35.8",""
"Participation rate (%)","France","2010","All days of the week","Total","Unspecified time use","10.0",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Personal care","100",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Sleep","100",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Eating","100",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Other and/or unspecified personal care","97.6",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Employment, related activities and travel as part of/during main and second job","42.3",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Main and second job and related travel","41.4",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Activities related to employment and unspecified employment","2.9",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Study","4.3",""
"Participation rate (%)","Italy","2010","All days of the week","Total","School and university except homework","1.4",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Homework","3.3",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Free time study","0.6",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Household and family care","82.8",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Food management except dish washing","64.6",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Dish washing","34.2",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Cleaning dwelling","48.8",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Household upkeep except cleaning dwelling","19.8",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Laundry","12.1",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Ironing","12.7",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Handicraft and producing textiles and other care for textiles","3.1",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Gardening; other pet care","7.7",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Tending domestic animals","1.3",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Caring for pets","4.0",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Walking the dog","3.1",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Construction and repairs ","2.8",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Shopping and services","43.9",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Childcare, except teaching, reading and talking","14.9",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Teaching, reading and talking with child","12.1",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Household management and help family member","6.5",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Leisure, social and associative life","97.9",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Organisational work","1.3",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Informal help to other households","7.0",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Participatory activities","8.1",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Visiting and feasts","25.0",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Other social life","41.4",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Entertainment and culture","3.3",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Resting","40.0",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Walking and hiking","21.6",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Sports and outdoor activities except walking and hiking","9.4",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Computer games","1.8",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Computing","8.3",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Hobbies and games except computing and computer games","9.2",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Reading books","9.0",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Reading, except books","21.7",""
"Participation rate (%)","Italy","2010","All days of the week","Total","TV and video","80.9",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Radio and music","5.2",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Unspecified leisure ","100",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Travel except travel related to jobs","92.1",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Travel to/from work","40.1",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Travel related to study","2.0",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Travel related to shopping and services","41.2",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Transporting a child","10.2",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Travel related to other household purposes","4.7",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Travel related to leisure, social and associative life","48.5",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Unspecified travel","13.3",""
"Participation rate (%)","Italy","2010","All days of the week","Total","Unspecified time use","3.3",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Personal care","100",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Sleep","99.9",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Eating","99.7",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Other and/or unspecified personal care","97.8",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Employment, related activities and travel as part of/during main and second job","45.7",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Main and second job and related travel","44.8",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Activities related to employment and unspecified employment","9.1",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Study","5.1",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","School and university except homework","1.9",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Homework","2.9",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Free time study","1.8",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Household and family care","87.4",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Food management except dish washing","60.1",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Dish washing","44.8",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Cleaning dwelling","22.1",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Household upkeep except cleaning dwelling","41.8",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Laundry","14.8",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Ironing","18.4",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Handicraft and producing textiles and other care for textiles","1.6",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Gardening; other pet care","7.6",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Tending domestic animals","7.5",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Caring for pets","1.3",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Walking the dog","10.1",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Construction and repairs ","5.8",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Shopping and services","37.8",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Childcare, except teaching, reading and talking","16.5",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Teaching, reading and talking with child","11.5",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Household management and help family member","10.1",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Leisure, social and associative life","98.0",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Organisational work","2.0",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Informal help to other households","3.8",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Participatory activities","3.7",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Visiting and feasts","15.9",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Other social life","34.9",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Entertainment and culture","6.6",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Resting","11.5",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Walking and hiking","17.0",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Sports and outdoor activities except walking and hiking","17.5",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Computer games","5.0",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Computing","31.3",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Hobbies and games except computing and computer games","11.1",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Reading books","12.3",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Reading, except books","26.6",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","TV and video","81.5",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Radio and music","5.4",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Unspecified leisure ","100",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Travel except travel related to jobs","89.5",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Travel to/from work","43.0",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Travel related to study","2.6",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Travel related to shopping and services","36.3",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Transporting a child","11.3",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Travel related to other household purposes","2.5",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Travel related to leisure, social and associative life","40.3",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Unspecified travel","17.9",""
"Participation rate (%)","Luxembourg","2010","All days of the week","Total","Unspecified time use","10.9",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Personal care","100",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Sleep","100",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Eating","100",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Other and/or unspecified personal care","99.8",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Employment, related activities and travel as part of/during main and second job","37.8",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Main and second job and related travel","37.0",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Activities related to employment and unspecified employment","0.8",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Study","5.6",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","School and university except homework","2.6",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Homework","2.6",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Free time study","2.0",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Household and family care","91.9",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Food management except dish washing","65.2",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Dish washing","47.9",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Cleaning dwelling","36.2",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Household upkeep except cleaning dwelling","35.4",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Laundry","16.2",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Ironing","7.3",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Handicraft and producing textiles and other care for textiles","1.4",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Gardening; other pet care","13.6",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Tending domestic animals","9.0",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Caring for pets","12.1",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Walking the dog","3.5",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Construction and repairs ","5.9",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Shopping and services","42.5",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Childcare, except teaching, reading and talking","14.2",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Teaching, reading and talking with child","18.7",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Household management and help family member","5.8",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Leisure, social and associative life","97.8",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Organisational work","0.5",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Informal help to other households","6.1",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Participatory activities","2.3",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Visiting and feasts","9.9",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Other social life","40.8",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Entertainment and culture","2.8",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Resting","37.4",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Walking and hiking","7.7",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Sports and outdoor activities except walking and hiking","6.1",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Computer games","2.9",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Computing","17.1",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Hobbies and games except computing and computer games","8.1",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Reading books","9.9",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Reading, except books","18.3",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","TV and video","85.5",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Radio and music","2.3",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Unspecified leisure ","0.6",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Travel except travel related to jobs","80.0",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Travel to/from work","34.0",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Travel related to study","2.8",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Travel related to shopping and services","38.8",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Transporting a child","5.4",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Travel related to other household purposes","2.6",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Travel related to leisure, social and associative life","23.5",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Unspecified travel","14.9",""
"Participation rate (%)","Hungary","2010","All days of the week","Total","Unspecified time use","0.1",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Personal care","99.5",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Sleep","99.5",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Eating","98.4",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Other and/or unspecified personal care","97.7",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Employment, related activities and travel as part of/during main and second job","41.4",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Main and second job and related travel","40.6",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Activities related to employment and unspecified employment","6.9",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Study","6.7",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","School and university except homework","3.0",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Homework","2.5",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Free time study","2.5",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Household and family care","92.6",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Food management except dish washing","65.4",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Dish washing","44.6",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Cleaning dwelling","37.2",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Household upkeep except cleaning dwelling","40.2",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Laundry","20.8",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Ironing","5.6",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Handicraft and producing textiles and other care for textiles","2.2",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Gardening; other pet care","9.4",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Tending domestic animals","3.4",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Caring for pets","7.0",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Walking the dog","13.1",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Construction and repairs ","9.6",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Shopping and services","48.2",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Childcare, except teaching, reading and talking","19.7",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Teaching, reading and talking with child","11.9",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Household management and help family member","10.7",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Leisure, social and associative life","97.8",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Organisational work","4.6",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Informal help to other households","7.0",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Participatory activities","4.9",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Visiting and feasts","26.0",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Other social life","40.6",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Entertainment and culture","7.4",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Resting","21.0",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Walking and hiking","10.2",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Sports and outdoor activities except walking and hiking","15.8",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Computer games","6.6",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Computing","41.6",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Hobbies and games except computing and computer games","16.2",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Reading books","8.6",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Reading, except books","36.7",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","TV and video","80.7",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Radio and music","5.5",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Unspecified leisure ","0.1",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Travel except travel related to jobs","84.7",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Travel to/from work","35.2",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Travel related to study","3.1",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Travel related to shopping and services","28.8",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Transporting a child","14.5",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Travel related to other household purposes","100",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Travel related to leisure, social and associative life","45.7",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Unspecified travel","1.8",""
"Participation rate (%)","Netherlands","2010","All days of the week","Total","Unspecified time use","14.9",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Personal care","99.9",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Sleep","99.9",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Eating","97.4",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Other and/or unspecified personal care","94.7",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Employment, related activities and travel as part of/during main and second job","47.9",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Main and second job and related travel","45.5",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Activities related to employment and unspecified employment","22.5",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Study","5.0",""
"Participation rate (%)","Austria","2010","All days of the week","Total","School and university except homework","2.6",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Homework","2.7",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Free time study","1.3",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Household and family care","89.1",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Food management except dish washing","60.1",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Dish washing","35.5",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Cleaning dwelling","46.9",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Household upkeep except cleaning dwelling","25.0",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Laundry","19.6",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Ironing","16.2",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Handicraft and producing textiles and other care for textiles","4.5",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Gardening; other pet care","19.0",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Tending domestic animals","1.5",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Caring for pets","10.1",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Walking the dog","6.5",""
"Participation rate (%)","Austria","2010","All days of the week","Total","Construction and repairs ","7.9",""
